파일이름	Subtitle	Machine Translation	Time	분	초
김씨네편의점_season01_10.xlsx	Are you sure?	확실한가요?	14:24	14	24
김씨네편의점_season01_10.xlsx	Yeah!	예!	14:26	14	26
김씨네편의점_season01_10.xlsx	Thank you so much!	정말 고마워요!	14:28	14	28
김씨네편의점_season01_10.xlsx	And thank you. That's amazing.	그리고 감사합니다. 굉장해요.	14:34	14	34
김씨네편의점_season01_10.xlsx	Not a problem. Now what were we talking about?	문제가 안 돼. 이제 우리는 무엇에 대해 이야기하고 있었습니까?	14:36	14	36
김씨네편의점_season01_10.xlsx	I don't remember.	기억이 나지 않습니다.	14:40	14	40
김씨네편의점_season01_10.xlsx	It was Jung.	정였습니다.	14:41	14	41
김씨네편의점_season01_10.xlsx	What's this?	이게 뭐죠?	15:34	15	34
김씨네편의점_season01_10.xlsx	It's for the milk and cereal I just used.	방금 사용한 우유와 시리얼을위한 것입니다.	15:35	15	35
김씨네편의점_season01_10.xlsx	Looks like lots of milk.	우유가 많은 것 같습니다.	15:37	15	37
김씨네편의점_season01_10.xlsx	That should cover it.	그것은 그것을 커버해야합니다.	15:42	15	42
김씨네편의점_season01_10.xlsx	As a matter of fact.	사실은 그렇습니다.	15:45	15	45
김씨네편의점_season01_10.xlsx	That was a good cup of tea.	그건 좋은 차 한 잔이었어요.	15:57	15	57
김씨네편의점_season01_10.xlsx	Including tip.	팁 포함.	16:02	16	02
김씨네편의점_season01_10.xlsx	APPA: So stubborn.	아빠: 너무 고집이 세.	16:07	16	07
김씨네편의점_season01_10.xlsx	I wonder where she get that?	그녀는 그걸 어디서 얻었을까?	16:09	16	09
김씨네편의점_season01_10.xlsx	Don't blame yourself.	자신을 비난하지 마십시오.	16:10	16	10
김씨네편의점_season01_10.xlsx	If you waiting for her to make first move,	그녀가 먼저 행동하기를 기다리고 있다면,	16:13	16	13
김씨네편의점_season01_10.xlsx	you waiting long time.	당신은 오랜 시간을 기다리고 있습니다.	16:15	16	15
김씨네편의점_season01_10.xlsx	I can outwait her.	나는 그녀를 기다릴 수 있습니다.	16:17	16	17
김씨네편의점_season01_10.xlsx	She can outlive you.	그녀는 당신보다 오래 살 수 있습니다.	16:20	16	20
김씨네편의점_season01_10.xlsx	While you outwaiting her, go downstairs, get more milk.	당신이 그녀를 기다리는 동안, 아래층으로 내려 가서 더 많은 우유를 얻으십시오.	16:23	16	23
김씨네편의점_season01_10.xlsx	Just talked to Terence.	방금 테렌스와 이야기했어요.	16:34	16	34
김씨네편의점_season01_10.xlsx	You know he had plans for Saturday.	그가 토요일에 계획이 있었던 거 아세요?	16:36	16	36
김씨네편의점_season01_10.xlsx	What? He told Shannon it was fine.	뭐라고? 그는 샤넌에게 괜찮다고 말했다.	16:38	16	38
김씨네편의점_season01_10.xlsx	Because Shannon's the boss.	샤넌이 보스니까요.	16:40	16	40
김씨네편의점_season01_10.xlsx	Of course he's not going to say no.	물론 그가 아니라고 말하지 않을 거예요.	16:41	16	41
김씨네편의점_season01_10.xlsx	You're acting like it's my fault.	넌 내 잘못처럼 행동하고 있어.	16:42	16	42
김씨네편의점_season01_10.xlsx	It is. You went over my head	그렇습니다. 당신이 내 머리 위로 넘어갔어요.	16:44	16	44
김씨네편의점_season01_10.xlsx	and got Shannon to do your dirty work for you.	그리고 셔넌에게 네 더러운 일을 시켰어.	16:46	16	46
김씨네편의점_season01_10.xlsx	-She offered. -Because that's who she is.	-그녀는 제안했다. -그게 그녀이기 때문에.	16:47	16	47
김씨네편의점_season01_10.xlsx	She's like the nicest, sweetest person I know.	그녀는 내가 아는 가장 착하고 달콤한 사람과 같습니다.	16:49	16	49
김씨네편의점_season01_10.xlsx	What?	무엇?	16:53	16	53
김씨네편의점_season01_10.xlsx	You like her.	당신은 그녀를 좋아한다.	16:55	16	55
김씨네편의점_season01_10.xlsx	Like, like her.	그녀를 좋아해.	16:57	16	57
김씨네편의점_season01_10.xlsx	What? No. Okay. I'm not even gonna... Not.	뭐? 아니. 알겠어. 나는 심지어... 안 할 거야.	16:59	16	59
김씨네편의점_season01_10.xlsx	Gerald. Five minute early. Good.	제럴드. 5분 일찍. 좋다.	17:09	17	09
김씨네편의점_season01_10.xlsx	We need to talk.	우리는 말해야 해요.	17:12	17	12
김씨네편의점_season01_10.xlsx	Sure.	물론.	17:13	17	13
김씨네편의점_season01_10.xlsx	Gerald, you good boy. Hard worker.	제럴드, 너 착한 소년이야. 열심히 일하는구나.	17:15	17	15
김씨네편의점_season01_10.xlsx	It's not your fault you are terrible at this job.	이 일을 못하는 것은 당신의 잘못이 아닙니다.	17:19	17	19
김씨네편의점_season01_10.xlsx	To be fair, I'm only terrible when you're around.	공평하게 말하자면, 당신이 있을 때만 나는 끔찍해요.	17:22	17	22
김씨네편의점_season01_10.xlsx	To be fair, it's my store. I'm around.	공정하게 말하자면, 내 가게입니다. 저는 여기 있습니다.	17:25	17	25
김씨네편의점_season01_10.xlsx	Okay, that is fair.	알겠습니다, 그거 괜찮습니다.	17:27	17	27
김씨네편의점_season01_10.xlsx	Wait. Are you firing me?	기다려. 나를 해고하는 거야?	17:29	17	29
김씨네편의점_season01_10.xlsx	I give to you one week pay. But yeah.	나는 너에게 일주일 분의 급여를 준다. 하지만 그래.	17:31	17	31
김씨네편의점_season01_10.xlsx	What's that?	저게 뭐죠?	17:36	17	36
김씨네편의점_season01_10.xlsx	It's my letter of resignation. I was about to quit.	제 사직서입니다. 나는 그만두려고 했다.	17:38	17	38
김씨네편의점_season01_10.xlsx	Oh, okay, you quit. No severance.	오, 알았어, 그만뒀어. 퇴직금이 없습니다.	17:41	17	41
김씨네편의점_season01_10.xlsx	But you fired me first.	하지만 당신은 나를 먼저 해고했습니다.	17:43	17	43
김씨네편의점_season01_10.xlsx	When you write letter?	편지를 언제 쓰나요?	17:44	17	44
김씨네편의점_season01_10.xlsx	See, that's kind of why	봐, 그게 왜 그런지 때문이야.	17:47	17	47
김씨네편의점_season01_10.xlsx	I didn't want to work here any more.	더 이상 여기서 일하고 싶지 않았습니다.	17:48	17	48
김씨네편의점_season01_10.xlsx	Okay, okay.	그래.	17:51	17	51
김씨네편의점_season01_10.xlsx	This is nice.	이것은 좋은 일입니다.	17:59	17	59
김씨네편의점_season01_10.xlsx	See? I can be nice.	봐? 나도 착할 수 있어.	18:00	18	00
김씨네편의점_season01_10.xlsx	Yeah, I'm just gonna go.	그래, 그냥 가봐야겠어	18:07	18	07
김씨네편의점_season01_10.xlsx	Can I talk to you for a sec?	잠깐 얘기해도 될까요?	18:12	18	12
김씨네편의점_season01_10.xlsx	Sure, what's up, Jan?	그래, 무슨 일이야?	18:13	18	13
김씨네편의점_season01_10.xlsx	Hey, Jan and Shan, just a couple of work buds.	안녕, 얀과 샨, 그냥 몇몇 일하는 친구들.	18:16	18	16
김씨네편의점_season01_10.xlsx	What's up?	무슨 일이죠?	18:20	18	20
김씨네편의점_season01_10.xlsx	Actually.	실제로.	18:21	18	21
김씨네편의점_season01_10.xlsx	I'm going to work Saturday.	저는 토요일에 일하러 갈 거예요.	18:24	18	24
김씨네편의점_season01_10.xlsx	Terence had plans. He was just being nice.	테렌스는 계획이 있었다. 그는 그냥 착하게 굴고 있었다.	18:26	18	26
김씨네편의점_season01_10.xlsx	He should have just said something.	그는 그냥 뭔가를 말했어야 했다.	18:28	18	28
김씨네편의점_season01_10.xlsx	He wasn't going to say it to you.	그는 당신에게 그것을 말하지 않을 것입니다.	18:29	18	29
김씨네편의점_season01_10.xlsx	And I'm sorry for getting you involved.	그리고 참여하게 해서 죄송합니다.	18:31	18	31
김씨네편의점_season01_10.xlsx	No harm, no foul.	해가없고 파울이 없습니다.	18:33	18	33
김씨네편의점_season01_10.xlsx	Well, just wanted to clear that up.	그냥 정리하고 싶었어요	18:35	18	35
김씨네편의점_season01_10.xlsx	Sometimes it feels good to say what you think.	가끔은 당신의 생각을 말하는 것이 기분이 좋습니다.	18:40	18	40
김씨네편의점_season01_10.xlsx	'Cause maybe you're nervous and you don't want to say it.	아마도 너는 긴장해서 말하고 싶지 않을 수도 있어.	18:43	18	43
김씨네편의점_season01_10.xlsx	Janet, I would love to be friends.	자넷, 나는 친구가 되고 싶어.	18:46	18	46
김씨네편의점_season01_10.xlsx	Oh... Okay.	오... 그래.	18:49	18	49
김씨네편의점_season01_10.xlsx	Me too.	저도요.	18:51	18	51
김씨네편의점_season01_10.xlsx	But just think about what I said	하지만 내가 말한 것을 한번 생각해 보세요.	18:53	18	53
김씨네편의점_season01_10.xlsx	and apply it to all aspects of your life.	그리고 그것을 당신의 삶의 모든 측면에 적용하세요.	18:55	18	55
김씨네편의점_season01_10.xlsx	Okay.	그래.	18:59	18	59
김씨네편의점_season01_10.xlsx	That's very general advice, but that can be good too.	그건 매우 일반적인 조언이지만, 그것도 좋을 수 있습니다.	19:02	19	02
김씨네편의점_season01_10.xlsx	Janet.	자 넷.	19:17	19	17
김씨네편의점_season01_10.xlsx	Hey, Appa.	이봐, 아파.	19:19	19	19
김씨네편의점_season01_10.xlsx	Okay. Ten.	네. 십.	19:22	19	22
김씨네편의점_season01_10.xlsx	That's what I pay Gerald.	그게 내가 제럴드에게 주는 돈이야.	19:27	19	27
김씨네편의점_season01_10.xlsx	That's less than minimum wage.	그것은 최저 임금보다 적습니다.	19:29	19	29
김씨네편의점_season01_10.xlsx	But free snack.	하지만 무료 간식.	19:30	19	30
김씨네편의점_season01_10.xlsx	I don't know, Appa. I've already got a pretty good job.	잘 모르겠어요, 아빠. 저는 이미 꽤 좋은 직장을 가지고 있어요.	19:32	19	32
김씨네편의점_season01_10.xlsx	I need a better reason than free snacks.	무료 간식보다 더 나은 이유가 필요해요.	19:34	19	34
김씨네편의점_season01_10.xlsx	Okay. What you want?	알겠어. 너 뭐 원해?	19:36	19	36
김씨네편의점_season01_10.xlsx	You're asking me what I want?	네가 내가 무엇을 원하는지 묻고 있니?	19:40	19	40
김씨네편의점_season01_10.xlsx	Seriously?	심각?	19:41	19	41
김씨네편의점_season01_10.xlsx	Serious face.	진지한 표정.	19:43	19	43
김씨네편의점_season01_10.xlsx	Well, as long as you're asking,	글쎄, 네가 묻는다면,	19:44	19	44
김씨네편의점_season01_10.xlsx	I want coffee breaks. I like coffee breaks now.	나는 커피 브레이크가 필요해. 나는 이제 커피 브레이크가 좋아.	19:47	19	47
김씨네편의점_season01_10.xlsx	We have a coffee maker.	커피 메이커가 있습니다.	19:49	19	49
김씨네편의점_season01_10.xlsx	I'm talking about where I get a coffee,	제가 커피를 마시는 곳에 대해 이야기하고 있습니다.	19:50	19	50
김씨네편의점_season01_10.xlsx	I enjoy the coffee, then I come back to work.	나는 커피를 즐긴 후 다시 일로 돌아갑니다.	19:52	19	52
김씨네편의점_season01_10.xlsx	-Okay, one break. -Two.	-좋아, 한 번 쉬자. -두 번.	19:55	19	55
김씨네편의점_season01_10.xlsx	One break, two coffees.	한 번의 휴식, 두 잔의 커피.	19:57	19	57
김씨네편의점_season01_10.xlsx	Appa...	Appa...	19:59	19	59
김씨네편의점_season01_10.xlsx	I want to feel appreciated.	나는 감사받고 싶다.	20:02	20	02
김씨네편의점_season01_10.xlsx	Okay.	그래.	20:05	20	05
김씨네편의점_season01_10.xlsx	-Hello. -Hello.	-안녕하세요. -안녕하세요.	20:15	20	15
김씨네편의점_season01_10.xlsx	Hi. Do you have any 1%?	안녕하세요. 1% 있으신가요?	20:17	20	17
김씨네편의점_season01_10.xlsx	Yeah, just have delivery. It's in the back.	네, 그냥 배달하세요. 뒤쪽에 있어요.	20:19	20	19
김씨네편의점_season01_10.xlsx	-Janet, go get. -I'd love to, but I'm on my first coffee break.	-자넷, 가서 가져와. -가고 싶지만, 지금 첫 커피 휴식 중이야.	20:21	20	21
김씨네편의점_season01_10.xlsx	-Really? -Uh-huh.	- 정말? - 어휴.	20:24	20	24
김씨네편의점_season01_10.xlsx	Okay, see you.	네, 뵙겠습니다.	20:25	20	25
김씨네편의점_season01_10.xlsx	You want a job?	당신은 직업을 원하십니까?	20:30	20	30
김씨네편의점_season01_10.xlsx	JUNG: Hey, Shannon.	정: 이봐, 섀넌.	20:37	20	37
김씨네편의점_season01_10.xlsx	Sorry about my sister.	내 여동생에 대해 미안해.	20:39	20	39
김씨네편의점_season01_10.xlsx	I mean, I thought she'd at least	내 말은, 나는 그녀가 적어도	20:41	20	41
김씨네편의점_season01_10.xlsx	make it through the month. -Yeah, it's a shame.	한 달을 버티십시오. -네, 부끄러운 일입니다.	20:42	20	42
김씨네편의점_season01_10.xlsx	I'm just going to throw something out there.	나는 단지 거기에 뭔가를 던질 것입니다.	20:45	20	45
김씨네편의점_season01_10.xlsx	Lunch buddies should order in today.	점심 친구는 오늘 주문해야합니다.	20:52	20	52
김씨네편의점_season01_10.xlsx	Yeah, sure. That sounds great.	네 물론이죠. 그거 좋겠어.	20:53	20	53
김씨네편의점_season01_10.xlsx	What do you think about Thai?	Thai 에 대해서 어떻게 생각하세요?	20:56	20	56
김씨네편의점_season01_10.xlsx	I love Thai.	나는 태국어를 좋아한다.	20:58	20	58
김씨네편의점_season01_10.xlsx	Did you want to say something else?	다른 말을 하고 싶었나요?	21:02	21	02
김씨네편의점_season01_10.xlsx	Uh, I don't think so.	어, 난 그렇게 생각하지 않아.	21:05	21	05
김씨네편의점_season01_10.xlsx	Unless there was something else you wanted me to say?	다른 말로 해주길 원하시는 게 아니었나요?	21:07	21	07
김씨네편의점_season01_10.xlsx	No, no.	아니 아니요.	21:11	21	11
김씨네편의점_season01_10.xlsx	Great, I'll Thai it up.	좋아, 태국식으로 해볼게.	21:13	21	13
김씨네편의점_season01_11.xlsx	-Hey, Mr. Kim. -Roger. Oh!	-안녕하세요, 김 선생님. -로저. 오!	0:05	0	05
김씨네편의점_season01_11.xlsx	I think your niece will like this.	조카가 좋아할 것 같아요.	0:09	0	09
김씨네편의점_season01_11.xlsx	Free of charge.	무료.	0:10	0	10
김씨네편의점_season01_11.xlsx	-Thanks. -(CHUCKLES)	- 감사합니다. -(웃음)	0:11	0	11
김씨네편의점_season01_11.xlsx	Very nice of you to remember that.	기억해주셔서 정말 반갑습니다.	0:12	0	12
김씨네편의점_season01_11.xlsx	-You is welcome. -(DOORBELL CHIMES)	-천만에요. -(초인종 차임)	0:14	0	14
김씨네편의점_season01_11.xlsx	RESHMA: Morning, Mr. Kim.	레시마: 아침입니다, 김 선생님.	0:16	0	16
김씨네편의점_season01_11.xlsx	Oh, good morning, Reshma.	오, 좋은 아침이에요, 레쉬마.	0:17	0	17
김씨네편의점_season01_11.xlsx	NAYA: Hi, Mr. Kim.	나야: 안녕하세요, 김 선생님.	0:18	0	18
김씨네편의점_season01_11.xlsx	Hello, Naya.	안녕, 나야.	0:19	0	19
김씨네편의점_season01_11.xlsx	How do you know that?	그걸 어떻게 알았니?	0:23	0	23
김씨네편의점_season01_11.xlsx	Know what?	목적 의식?	0:24	0	24
김씨네편의점_season01_11.xlsx	Well I don't want to sound...	글쎄, 나는 소리 내고 싶지 않다 ...	0:26	0	26
김씨네편의점_season01_11.xlsx	You know, but...	알다시피, 하지만...	0:27	0	27
김씨네편의점_season01_11.xlsx	With the...	그것으로...	0:30	0	30
김씨네편의점_season01_11.xlsx	Reshma always look at the bell when she open the door.	Reshma는 문을 열 때 항상 종을 봅니다.	0:33	0	33
김씨네편의점_season01_11.xlsx	Naya always nod head when she say hello.	나야는 인사할 때 항상 고개를 끄덕인다.	0:36	0	36
김씨네편의점_season01_11.xlsx	Reshma like mascara.	마스카라 같은 레쉬마.	0:39	0	39
김씨네편의점_season01_11.xlsx	Naya like eyeliner.	나야 같은 아이 라이너.	0:40	0	40
김씨네편의점_season01_11.xlsx	It's not hard.	어렵지 않습니다.	0:41	0	41
김씨네편의점_season01_11.xlsx	Just have to care for customer.	고객을 돌봐야합니다.	0:43	0	43
김씨네편의점_season01_11.xlsx	Well, it's impressive.	글쎄요, 인상적입니다.	0:46	0	46
김씨네편의점_season01_11.xlsx	Oh, and you're out of sea salt.	오, 그리고 바다 소금이 다 떨어졌어.	0:48	0	48
김씨네편의점_season01_11.xlsx	Oh, just in the back. I get for you.	오, 그냥 뒤쪽에 있어요. 제가 가져다 드릴게요.	0:50	0	50
김씨네편의점_season01_11.xlsx	Thank you.	감사합니다.	0:51	0	51
김씨네편의점_season01_11.xlsx	Hi.	안녕.	0:55	0	55
김씨네편의점_season01_11.xlsx	RESHMA: Just to let you know,	레쉬마: 그냥 알려주고 싶어서,	0:58	0	58
김씨네편의점_season01_11.xlsx	he gets it wrong about 50% of the time.	그는 시간의 약 50 %를 잘못 이해합니다.	0:59	0	59
김씨네편의점_season01_11.xlsx	NAYA: But he tries.	나야: 하지만 그는 시도한다.	1:01	1	01
김씨네편의점_season01_11.xlsx	You find everything you want, Reshma?	레쉬마, 원하는 모든 것을 찾았니?	1:06	1	06
김씨네편의점_season01_11.xlsx	NAYA: Yes Mr. Kim, thank you.	네, 김 씨, 감사합니다.	1:08	1	08
김씨네편의점_season01_11.xlsx	-Have to know. -Yeah.	-알아야 해. -응.	1:11	1	11
김씨네편의점_season01_11.xlsx	Hello.	안녕하세요.	1:37	1	37
김씨네편의점_season01_11.xlsx	Wow.	와우.	1:39	1	39
김씨네편의점_season01_11.xlsx	You look exactly like your Oh Mo Nim.	당신은 정말로 당신의 오모님과 똑같이 생겼어요.	1:41	1	41
김씨네편의점_season01_11.xlsx	Excuse me?	실례합니다?	1:43	1	43
김씨네편의점_season01_11.xlsx	Sorry, Edwin Carter.	죄송합니다, 에드윈 카터.	1:45	1	45
김씨네편의점_season01_11.xlsx	Hi.	안녕.	1:48	1	48
김씨네편의점_season01_11.xlsx	Are you a friend of my mom's?	우리 엄마의 친구야?	1:49	1	49
김씨네편의점_season01_11.xlsx	From a long time ago,	옛날부터,	1:50	1	50
김씨네편의점_season01_11.xlsx	in the land of the morning calm.	아침의 고요한 땅에서.	1:52	1	52
김씨네편의점_season01_11.xlsx	Uh, Korea.	어, 한국.	1:54	1	54
김씨네편의점_season01_11.xlsx	Oh, okay.	오, 알았어.	1:56	1	56
김씨네편의점_season01_11.xlsx	I'm Janet, her daughter.	저는 자넷입니다, 그녀의 딸이에요.	1:57	1	57
김씨네편의점_season01_11.xlsx	Nice to meet you, Janet.	만나서 반갑습니다, 자넷.	1:59	1	59
김씨네편의점_season01_11.xlsx	Is your mother around?	어머니는 주변에 있습니까?	2:00	2	00
김씨네편의점_season01_11.xlsx	My parents are actually at the wholesaler's,	제 부모님은 사실 도매상에 계십니다.	2:02	2	02
김씨네편의점_season01_11.xlsx	but they'll be back	하지만 그들은 돌아올 것이다.	2:04	2	04
김씨네편의점_season01_11.xlsx	45 minutes ago.	45분 전.	2:06	2	06
김씨네편의점_season01_11.xlsx	So I have no idea.	그래서 나는 전혀 모르겠어요.	2:07	2	07
김씨네편의점_season01_11.xlsx	Can I take a message?	메시지를 받을 수 있나요?	2:09	2	09
김씨네편의점_season01_11.xlsx	Just tell her that Choom Choo nun Gom	그냥 그녀에게 춤춰는 곰이라고 말해줘.	2:11	2	11
김씨네편의점_season01_11.xlsx	is in town for a couple of days,	며칠 동안 도시에 있습니다,	2:12	2	12
김씨네편의점_season01_11.xlsx	and would love to get together.	함께 만나고 싶습니다.	2:13	2	13
김씨네편의점_season01_11.xlsx	Who's in town?	이 동네에 누가 있나요?	2:16	2	16
김씨네편의점_season01_11.xlsx	The Dancing Bear.	춤추는 곰.	2:17	2	17
김씨네편의점_season01_11.xlsx	She'll get it. (CHUCKLES)	그녀는 이해할 거예요. (웃음)	2:19	2	19
김씨네편의점_season01_11.xlsx	Will she be back by 4:00?	그녀는 4시까지 돌아올까요?	2:21	2	21
김씨네편의점_season01_11.xlsx	-Should be. I'll let her know. -Okay.	- 그래야 해. 그녀에게 알려줄게. - 알겠어.	2:22	2	22
김씨네편의점_season01_11.xlsx	Thanks, Janet.	재닛, 감사합니다.	2:24	2	24
김씨네편의점_season01_11.xlsx	Hey, how come the toilet's not flushing?	안녕하세요, 화장실이 왜 물이 내려가지 않나요?	2:39	2	39
김씨네편의점_season01_11.xlsx	Because I fixed it?	내가 고쳤기 때문에?	2:40	2	40
김씨네편의점_season01_11.xlsx	You fixed it, so now it's not flushing?	당신은 그것을 고쳤으므로 이제 플러싱되지 않습니까?	2:42	2	42
김씨네편의점_season01_11.xlsx	No, I fixed it from spraying all over the place.	아니요, 여기저기 뿌려서 고쳤습니다.	2:44	2	44
김씨네편의점_season01_11.xlsx	-Why was it doing that? -Because I broke it.	-왜 그랬어? -내가 부러 뜨 렸기 때문에.	2:46	2	46
김씨네편의점_season01_11.xlsx	And then I turned the water off. And that fixed it.	그리고 나는 물을 잠갔다. 그리고 그것이 해결되었다.	2:48	2	48
김씨네편의점_season01_11.xlsx	So now, you can't use the toilet.	그래서 이제, 화장실을 사용할 수 없어요.	2:49	2	49
김씨네편의점_season01_11.xlsx	No, you can use it. You just can't flush it.	아니요, 사용하실 수 있습니다. 단지 물에 내릴 수는 없습니다.	2:51	2	51
김씨네편의점_season01_11.xlsx	Or you can use the bucket to flush it down.	버킷을 사용하여 그것을 물로 내릴 수도 있습니다.	2:54	2	54
김씨네편의점_season01_11.xlsx	What bucket?	무슨 양동이?	2:55	2	55
김씨네편의점_season01_11.xlsx	I guess we need a bucket. (CHUCKLES)	우리가 양동이가 필요할 것 같아. (웃음)	2:57	2	57
김씨네편의점_season01_11.xlsx	I'm going to work.	나는 일할거야.	2:58	2	58
김씨네편의점_season01_11.xlsx	No, you're the fix-it guy.	아니, 당신은 고치는 사람입니다.	2:59	2	59
김씨네편의점_season01_11.xlsx	Call the landlord.	집주인에게 전화하세요.	3:00	3	00
김씨네편의점_season01_11.xlsx	Come on, he's worse than me.	어서, 그는 나보다 더 나쁘다.	3:02	3	02
김씨네편의점_season01_11.xlsx	And he always wants to wrestle.	그는 항상 레슬링을 하고 싶어 한다.	3:04	3	04
김씨네편의점_season01_11.xlsx	So call Janet.	그러니 재닛에게 전화해.	3:05	3	05
김씨네편의점_season01_11.xlsx	She'll give you my Appa's tools,	그녀가 너에게 내 아빠의 도구들을 줄 거야,	3:06	3	06
김씨네편의점_season01_11.xlsx	and then, you can fix it yourself.	그리고 나서, 당신이 직접 고칠 수 있습니다.	3:07	3	07
김씨네편의점_season01_11.xlsx	Dude, I almost drowned fixing it the first time.	야, 처음에 그것을 고치다가 거의 익사할 뻔했어.	3:09	3	09
김씨네편의점_season01_11.xlsx	Good luck.	행운을 빌어.	3:11	3	11
김씨네편의점_season01_11.xlsx	-Enjoy your fancy work toilet. -I will.	- 멋진 작업 화장실을 즐기세요. - 네, 즐길게요.	3:12	3	12
김씨네편의점_season01_11.xlsx	Traffic in this city is worst in whole world!	이 도시의 교통은 전 세계에서 가장 나쁩니다!	3:15	3	15
김씨네편의점_season01_11.xlsx	-Hey, guys. -Hi, Janet.	-안녕, 얘들아. -안녕, 자넷.	3:18	3	18
김씨네편의점_season01_11.xlsx	Construction make whole street like a parking lot.	공사로 인해 전체 거리가 주차장처럼 변했습니다.	3:19	3	19
김씨네편의점_season01_11.xlsx	I should just give worker ten dollar, and say,	나는 그냥 직원에게 10달러를 주고 말해야 한다,	3:23	3	23
김씨네편의점_season01_11.xlsx	"I'll be back for my car in two hour!" Aeeshcham.	"두 시간 후에 내 차를 가지러 올 거야!" Aeeshcham.	3:25	3	25
김씨네편의점_season01_11.xlsx	Oh, Umma, a guy came in to see you. Edwin?	아, 엄마, 한 남자가 당신을 보러 왔어요. 에드윈인가요?	3:27	3	27
김씨네편의점_season01_11.xlsx	-Dancing Bear was here? -Seriously?	-댄싱 베어가 여기 있었어? -진짜로?	3:31	3	31
김씨네편의점_season01_11.xlsx	He was here today?	그가 오늘 여기 있었나요?	3:33	3	33
김씨네편의점_season01_11.xlsx	Yeah, he said he'd pop by later.	응, 그는 나중에 들른다고 했어.	3:35	3	35
김씨네편의점_season01_11.xlsx	-Don't tell Appa. -Why not?	- 아빠에게 말하지 마. - 왜 안 돼?	3:37	3	37
김씨네편의점_season01_11.xlsx	No reason.	이유가 없습니다.	3:37	3	37
김씨네편의점_season01_11.xlsx	Appa don't like Edwin.	아빠는 에드윈을 싫어해.	3:38	3	38
김씨네편의점_season01_11.xlsx	-Why not? -No reason.	- 왜? - 이유가 없습니다.	3:40	3	40
김씨네편의점_season01_11.xlsx	Long time ago story.	오래 전 이야기.	3:42	3	42
김씨네편의점_season01_11.xlsx	Problem is, they keep building condo downtown.	문제는 그들이 시내에 콘도를 계속 짓고 있다는 것입니다.	3:44	3	44
김씨네편의점_season01_11.xlsx	But who can afford, huh?	그러나 누가 감당할 수 있습니까?	3:46	3	46
김씨네편의점_season01_11.xlsx	Last time I check,	마지막으로 확인했을 때,	3:48	3	48
김씨네편의점_season01_11.xlsx	no millionaire refugee. (SCOFFS)	백만장자 난민은 없습니다. (비웃음)	3:50	3	50
김씨네편의점_season01_11.xlsx	-Stupid. -Okay Janet,	-어리석은. -오케이 자넷,	3:51	3	51
김씨네편의점_season01_11.xlsx	come upstair with me, finish telling me funny story.	나와 함께 위로 올라와, 재미있는 이야기를 끝내줘.	3:54	3	54
김씨네편의점_season01_11.xlsx	JANET: I think you were going to tell me a funny story.	자넷: 너는 나에게 재미있는 이야기를 해줄 거라고 생각했어.	3:57	3	57
김씨네편의점_season01_11.xlsx	Stop.	멈추다.	3:58	3	58
김씨네편의점_season01_11.xlsx	I like funny story.	나는 재미있는 이야기를 좋아해.	4:02	4	02
김씨네편의점_season01_11.xlsx	Oh, this is a funny story for lady.	오, 이건 여자에게 재미있는 이야기예요.	4:04	4	04
김씨네편의점_season01_11.xlsx	Okay, go.	좋아, 가라.	4:07	4	07
김씨네편의점_season01_11.xlsx	It's no big deal.	그런 일은 아무것도 아니에요.	4:12	4	12
김씨네편의점_season01_11.xlsx	I knew him when I was a dancer.	제가 무용수였을 때 그를 알았습니다.	4:14	4	14
김씨네편의점_season01_11.xlsx	When were you a dancer?	당신은 언제 무용가였나요?	4:17	4	17
김씨네편의점_season01_11.xlsx	Before I met Appa.	아파를 만나기 전에.	4:18	4	18
김씨네편의점_season01_11.xlsx	Edwin and me win dance competition.	에드윈과 나는 댄스 대회에서 우승합니다.	4:20	4	20
김씨네편의점_season01_11.xlsx	At US Army base in Korea.	주한 미군 기지에서.	4:22	4	22
김씨네편의점_season01_11.xlsx	Why were you at a US Army base?	왜 미국 군 기지에 있었나요?	4:24	4	24
김씨네편의점_season01_11.xlsx	Edwin was colonel and	에드윈은 대령이었습니다.	4:26	4	26
김씨네편의점_season01_11.xlsx	and I was a teacher at the school there.	그리고 저는 그곳 학교의 교사였습니다.	4:28	4	28
김씨네편의점_season01_11.xlsx	Okay, you're kind of blowing my mind right now.	좋아, 당신은 지금 내 마음을 날려 버리고있다.	4:31	4	31
김씨네편의점_season01_11.xlsx	You were a teacher and a dancer.	당신은 교사이자 댄서였습니다.	4:33	4	33
김씨네편의점_season01_11.xlsx	Dancing just for fun.	재미로 춤추기.	4:35	4	35
김씨네편의점_season01_11.xlsx	Teaching for money. Also sell hats.	돈을 위한 교육. 모자도 판매합니다.	4:37	4	37
김씨네편의점_season01_11.xlsx	So many pretty hat.	너무 많은 예쁜 모자.	4:39	4	39
김씨네편의점_season01_11.xlsx	But not much money in selling hat.	그러나 모자를 파는 데는 많은 돈이 없습니다.	4:41	4	41
김씨네편의점_season01_11.xlsx	Okay, I'm less interested in the hats.	좋아, 나는 모자에 덜 관심이 있습니다.	4:43	4	43
김씨네편의점_season01_11.xlsx	Did you and Edwin date?	너와 에드윈이 사귀었니?	4:45	4	45
김씨네편의점_season01_11.xlsx	No, no. Just dancing.	아니, 아니. 그냥 춤추고 있어.	4:47	4	47
